date,channel,spend_amount,impressions,clicks,conversions,currency
10-28-2023,email,73.28,,,82,usd
2023/10/28,paid_search,249.94,75157.0,3237.0,84,USD
10/28/2023,social_media,195.95,88208.0,2397.0,8,usd
28-10-2023,display_ads,191.6,77902.0,1060.0,196,usd
10/28/2023,affiliate,99.43,41006.0,1642.0,140,$
2023/10/29,email,57.53,,,166,
10/29/2023,paid_search,310.36,13435.0,2573.0,88,usd
10/29/2023,social_media,218.15,20316.0,1523.0,183,USD
2023-10-29,display_ads,170.07,13093.0,3872.0,95,USD
29-10-2023,AFFILIATE,89.95,16635.0,1870.0,99,usd
10/30/2023,email,92.62,,,81,USD
30-10-2023,paid_search,331.53,35606.0,4001.0,129,$
10-30-2023,social_media,220.33,48617.0,4064.0,147,usd
2023/10/30,display_ads,157.33,49023.0,3482.0,125,USD
2023/10/30,affiliate,90.99,90241.0,4855.0,140,usd
2023/10/31,email,63.53,,,182,$
2023-10-31,paid_search,254.17,64680.0,2281.0,107,USD
31-10-2023,social_media,245.98,65784.0,1243.0,47,USD
2023-10-31,display_ads,164.54,12443.0,4580.0,12,
10-31-2023,affiliate,99.94,90575.0,1237.0,113,usd
01-11-2023,email,61.75,,,59,USD
01-11-2023,paid_search,227.66,39121.0,3228.0,17,USD
11-01-2023,social_media,277.69,10605.0,755.0,52,
2023/11/01,display_ads,154.61,96439.0,4592.0,128,$
11-01-2023,affiliate,124.11,17140.0,2906.0,114,USD
2023-11-02,email,75.26,,,161,
02-11-2023,paid_search,315.49,79845.0,4758.0,106,usd
2023/11/02,social_media,209.3,80689.0,1235.0,102,USD
02-11-2023,display_ads,149.74,52600.0,2830.0,175,USD
11/02/2023,AFFILIATE,100.76,31797.0,1570.0,83,usd
2023-11-03,email,80.36,,,144,$
2023-11-03,paid_search,291.82,37922.0,3419.0,198,
11/03/2023,SOCIAL_MEDIA,208.95,92592.0,208.0,157,
11-03-2023,display_ads,144.34,16361.0,3756.0,32,
2023-11-03,affiliate,101.65,78867.0,929.0,27,$
04-11-2023,email,95.85,,,51,usd
2023-11-04,paid_search,285.05,23153.0,4624.0,196,$
11-04-2023,social_media,266.99,54736.0,4557.0,145,USD
2023/11/04,display_ads,122.86,71976.0,3781.0,111,
11-04-2023,AFFILIATE,140.29,93029.0,3430.0,74,
11/05/2023,email,,,,77,
11/05/2023,paid_search,279.7,81797.0,119.0,94,$
2023-11-05,social_media,223.49,75737.0,1746.0,103,usd
11/05/2023,DISPLAY_ADS,120.56,37519.0,2539.0,151,usd
05-11-2023,affiliate,137.53,53221.0,428.0,145,$
11-06-2023,email,81.88,,,174,
11-06-2023,paid_search,213.32,32652.0,3526.0,155,$
06-11-2023,social_media,207.04,70641.0,2011.0,49,USD
06-11-2023,display_ads,125.79,19240.0,3847.0,198,usd
11/06/2023,affiliate,83.62,25874.0,466.0,48,$
2023-11-07,email,52.79,,,32,$
2023-11-07,PAID_SEARCH,264.22,73883.0,3123.0,43,usd
2023/11/07,social_media,157.54,95164.0,3975.0,137,
11-07-2023,display_ads,108.84,63102.0,1428.0,107,
11-07-2023,affiliate,98.35,11212.0,3654.0,40,USD
11/08/2023,email,77.42,,,190,usd
2023-11-08,paid_search,333.99,36839.0,1377.0,93,$
2023-11-08,social_media,280.74,53330.0,2810.0,15,
11-08-2023,display_ads,113.32,32970.0,4128.0,161,
11/08/2023,affiliate,120.4,87585.0,2629.0,61,
2023/11/09,email,64.36,,,34,
2023-11-09,paid_search,237.14,48370.0,1720.0,9,$
11/09/2023,social_media,168.78,17297.0,157.0,62,
11/09/2023,display_ads,109.86,34879.0,1677.0,28,usd
09-11-2023,affiliate,139.52,76461.0,1052.0,123,USD
2023/11/10,email,73.92,,,157,usd
10-11-2023,PAID_SEARCH,302.49,85609.0,2842.0,92,
11/10/2023,social_media,249.02,48637.0,1277.0,130,
11/10/2023,display_ads,147.07,95952.0,1320.0,166,$
2023/11/10,affiliate,128.94,79700.0,1554.0,100,USD
11-11-2023,EMAIL,54.1,,,19,USD
11/11/2023,paid_search,291.73,29600.0,3770.0,183,$
2023-11-11,social_media,184.7,35195.0,1207.0,142,
11/11/2023,display_ads,132.51,72765.0,4456.0,60,
2023/11/11,affiliate,110.65,33620.0,1929.0,190,$
12-11-2023,email,63.26,,,24,USD
11-12-2023,paid_search,214.44,30106.0,3770.0,82,$
12-11-2023,social_media,213.51,22373.0,2558.0,43,
2023-11-12,display_ads,139.63,70836.0,1591.0,187,usd
2023-11-12,AFFILIATE,112.89,28539.0,3916.0,183,
2023-11-13,email,69.41,,,134,$
2023/11/13,PAID_SEARCH,378.28,46645.0,3879.0,26,usd
2023/11/13,social_media,279.71,33214.0,3706.0,97,USD
11/13/2023,display_ads,117.35,79159.0,2672.0,125,
11-13-2023,affiliate,83.8,60972.0,1314.0,197,
11/14/2023,email,56.18,,,177,
2023/11/14,paid_search,368.03,88935.0,183.0,145,$
2023/11/14,social_media,251.97,78022.0,4694.0,28,usd
2023-11-14,display_ads,141.94,69775.0,1134.0,84,$
2023-11-14,affiliate,79.83,90659.0,540.0,61,USD
2023-11-15,email,71.84,,,123,
11/15/2023,paid_search,367.66,65002.0,450.0,185,USD
11/15/2023,social_media,262.46,16455.0,3602.0,155,
11-15-2023,DISPLAY_ADS,118.61,76043.0,2674.0,125,$
11/15/2023,affiliate,124.98,75861.0,747.0,135,$
11/16/2023,email,69.3,,,58,USD
2023-11-16,paid_search,229.9,43224.0,660.0,168,USD
11/16/2023,social_media,262.66,67378.0,2813.0,73,USD
16-11-2023,display_ads,184.87,12734.0,3887.0,27,
2023/11/16,affiliate,121.66,73498.0,4201.0,96,usd
17-11-2023,email,73.4,,,123,
2023/11/17,paid_search,283.63,64221.0,1129.0,196,usd
11-17-2023,social_media,247.5,24661.0,4966.0,65,$
2023/11/17,display_ads,129.68,87452.0,1826.0,93,usd
11/17/2023,affiliate,144.63,96898.0,3770.0,179,USD
11-18-2023,email,89.17,,,197,USD
11-18-2023,paid_search,227.9,84155.0,681.0,111,
11-18-2023,social_media,206.35,89494.0,3309.0,70,$
18-11-2023,display_ads,153.06,75916.0,777.0,127,USD
11/18/2023,affiliate,84.31,55276.0,3899.0,89,USD
11-19-2023,email,65.29,,,143,usd
11-19-2023,paid_search,215.09,93675.0,4204.0,141,
19-11-2023,social_media,291.95,98704.0,194.0,23,$
2023-11-19,display_ads,127.43,84687.0,335.0,156,USD
2023/11/19,affiliate,113.53,48411.0,904.0,94,$
2023/11/20,email,74.24,,,151,$
2023/11/20,paid_search,378.91,52983.0,3022.0,168,usd
2023-11-20,social_media,229.32,66448.0,922.0,97,USD
2023-11-20,display_ads,178.53,52887.0,2952.0,191,usd
20-11-2023,affiliate,90.58,13107.0,4656.0,120,USD
2023-11-21,email,86.38,,,194,
11/21/2023,paid_search,322.0,57294.0,4560.0,179,$
2023/11/21,social_media,183.13,47264.0,1896.0,143,
21-11-2023,display_ads,147.73,23677.0,4503.0,143,$
11-21-2023,affiliate,120.02,61943.0,3151.0,174,
11/22/2023,email,55.97,,,73,usd
2023/11/22,paid_search,301.72,86814.0,3281.0,142,usd
11-22-2023,social_media,253.82,15440.0,1851.0,17,$
11/22/2023,display_ads,123.1,66128.0,1037.0,177,$
22-11-2023,affiliate,109.88,72448.0,2743.0,130,
11-23-2023,email,74.14,,,133,USD
11/23/2023,paid_search,231.73,12081.0,1259.0,155,
2023/11/23,social_media,196.89,83347.0,4783.0,24,$
11-23-2023,display_ads,188.23,53606.0,4460.0,194,
2023/11/23,affiliate,95.98,95655.0,404.0,88,USD
2023-11-24,email,88.47,,,100,$
2023/11/24,paid_search,248.88,24548.0,1021.0,8,$
2023/11/24,social_media,275.75,73933.0,2974.0,51,$
24-11-2023,display_ads,155.87,42466.0,2340.0,35,usd
11/24/2023,affiliate,127.34,16476.0,1280.0,101,$
2023/11/25,email,73.58,,,30,$
11/25/2023,paid_search,214.73,53583.0,732.0,90,usd
11-25-2023,social_media,258.01,80920.0,3503.0,20,
2023-11-25,display_ads,142.91,68950.0,342.0,90,USD
25-11-2023,affiliate,126.41,76250.0,2710.0,72,usd
11/26/2023,email,84.33,,,46,
11-26-2023,paid_search,219.3,59590.0,3927.0,42,
11-26-2023,social_media,168.63,77720.0,2916.0,8,
11/26/2023,display_ads,194.35,93754.0,2706.0,88,
2023/11/26,AFFILIATE,138.36,47360.0,3271.0,69,usd
11-27-2023,email,56.45,,,101,$
2023-11-27,paid_search,382.25,85889.0,4790.0,19,USD
27-11-2023,social_media,245.59,47012.0,165.0,55,USD
2023-11-27,display_ads,144.67,48088.0,2866.0,111,USD
2023-11-27,affiliate,106.82,98587.0,2631.0,61,
28-11-2023,email,65.69,,,99,USD
11-28-2023,paid_search,324.27,88043.0,3339.0,118,USD
11/28/2023,social_media,170.06,55111.0,3249.0,104,usd
11-28-2023,display_ads,148.77,45631.0,1786.0,28,
11/28/2023,affiliate,120.99,32076.0,3423.0,118,usd
11-29-2023,email,55.53,,,188,
29-11-2023,paid_search,277.4,98474.0,187.0,140,
2023/11/29,social_media,208.09,67263.0,4664.0,45,USD
2023-11-29,display_ads,139.89,28695.0,4349.0,141,
11-29-2023,affiliate,120.2,16112.0,1912.0,177,USD
11-30-2023,email,81.9,,,109,usd
11/30/2023,paid_search,299.93,73118.0,900.0,113,USD
2023-11-30,social_media,216.5,57647.0,2873.0,138,$
11/30/2023,display_ads,155.83,53721.0,4975.0,170,USD
2023/11/30,affiliate,139.16,25315.0,3388.0,74,
12-01-2023,email,56.03,,,96,
12-01-2023,paid_search,259.94,44622.0,2534.0,17,usd
01-12-2023,social_media,196.44,15135.0,1566.0,138,
01-12-2023,display_ads,107.27,13932.0,4503.0,91,
12-01-2023,affiliate,131.48,45785.0,4365.0,48,
02-12-2023,email,53.09,,,42,$
12/02/2023,paid_search,310.51,51516.0,3990.0,12,$
12/02/2023,social_media,217.47,96292.0,562.0,36,usd
12/02/2023,display_ads,181.1,83005.0,2400.0,165,USD
02-12-2023,affiliate,133.79,59961.0,2963.0,5,$
2023-12-03,email,78.18,,,153,USD
12/03/2023,paid_search,286.8,23175.0,312.0,15,USD
12/03/2023,social_media,277.56,95732.0,2389.0,104,usd
2023/12/03,display_ads,143.68,39657.0,4510.0,104,USD
2023/12/03,affiliate,121.35,11328.0,2723.0,174,USD
12/04/2023,email,76.07,,,60,usd
2023-12-04,paid_search,261.46,21639.0,2146.0,24,usd
04-12-2023,social_media,222.43,93919.0,4295.0,57,usd
12-04-2023,display_ads,123.3,14711.0,1258.0,137,usd
2023/12/04,affiliate,145.22,98310.0,3875.0,164,USD
12-05-2023,email,88.82,,,38,$
12-05-2023,paid_search,239.89,19995.0,1976.0,64,USD
12-05-2023,social_media,243.55,11750.0,857.0,189,USD
05-12-2023,display_ads,140.37,85694.0,2600.0,134,$
05-12-2023,affiliate,105.48,74061.0,2457.0,182,
2023/12/06,email,92.82,,,156,usd
2023-12-06,paid_search,290.07,87351.0,1270.0,76,$
2023/12/06,SOCIAL_MEDIA,195.07,12246.0,3488.0,57,USD
12/06/2023,display_ads,169.19,31742.0,2771.0,7,$
12-06-2023,affiliate,124.3,41313.0,3406.0,68,USD
12-07-2023,EMAIL,75.77,,,93,USD
12-07-2023,PAID_SEARCH,305.82,30971.0,4365.0,114,
12-07-2023,social_media,162.21,30894.0,1051.0,28,$
2023-12-07,display_ads,166.8,25484.0,2265.0,91,usd
2023/12/07,affiliate,106.0,69876.0,1469.0,72,$
2023-12-08,email,95.23,,,62,$
12-08-2023,paid_search,362.15,82600.0,3669.0,76,usd
08-12-2023,social_media,190.35,12204.0,562.0,181,USD
2023-12-08,display_ads,188.26,23825.0,251.0,174,USD
12/08/2023,affiliate,79.82,19940.0,1544.0,21,$
12/09/2023,email,61.44,,,157,usd
12-09-2023,paid_search,363.95,34785.0,2586.0,185,usd
2023/12/09,social_media,158.35,38753.0,2363.0,134,USD
12-09-2023,display_ads,186.71,20159.0,367.0,17,USD
2023/12/09,affiliate,142.98,95048.0,4790.0,110,usd
2023-12-10,email,68.68,,,192,USD
12-10-2023,paid_search,284.34,15408.0,4695.0,152,usd
12/10/2023,social_media,236.36,97976.0,2698.0,180,USD
2023/12/10,display_ads,174.23,67494.0,372.0,101,USD
12-10-2023,affiliate,139.6,94563.0,1093.0,61,usd
2023/12/11,email,69.18,,,25,USD
11-12-2023,paid_search,325.74,53198.0,3973.0,41,usd
12/11/2023,social_media,265.46,24639.0,4450.0,64,usd
11-12-2023,display_ads,188.46,72682.0,4787.0,14,
2023/12/11,affiliate,87.93,77269.0,2936.0,97,
12-12-2023,email,92.4,,,157,$
12-12-2023,paid_search,,10628.0,1980.0,149,usd
12/12/2023,social_media,217.43,63568.0,2952.0,186,usd
2023-12-12,display_ads,153.0,11432.0,1812.0,170,$
2023/12/12,affiliate,121.9,53687.0,4629.0,10,$
2023/12/13,EMAIL,66.35,,,10,
12-13-2023,paid_search,342.22,35251.0,751.0,21,usd
12-13-2023,social_media,240.23,80160.0,1517.0,79,
13-12-2023,display_ads,117.79,57189.0,3678.0,199,usd
13-12-2023,affiliate,112.57,26325.0,3212.0,33,USD
12/14/2023,email,54.54,,,199,$
14-12-2023,paid_search,242.38,76139.0,3543.0,146,usd
14-12-2023,social_media,232.32,37840.0,2477.0,189,USD
2023/12/14,display_ads,154.55,20301.0,545.0,172,USD
12-14-2023,affiliate,130.26,71943.0,3587.0,192,USD
15-12-2023,email,95.78,,,44,usd
2023/12/15,paid_search,229.56,63202.0,3753.0,25,$
2023-12-15,social_media,269.99,30204.0,2562.0,67,usd
12-15-2023,display_ads,182.94,72905.0,3280.0,24,usd
2023/12/15,AFFILIATE,142.06,70756.0,1041.0,36,USD
12-16-2023,email,63.23,,,124,usd
2023-12-16,paid_search,368.27,53698.0,2690.0,49,$
2023/12/16,social_media,258.68,92713.0,2064.0,76,
12/16/2023,display_ads,144.58,56890.0,4022.0,90,usd
2023/12/16,affiliate,113.56,19385.0,2663.0,108,$
2023/12/17,email,64.21,,,181,
2023/12/17,paid_search,328.14,25339.0,1079.0,172,usd
2023-12-17,social_media,232.0,56227.0,700.0,48,usd
17-12-2023,display_ads,192.43,57994.0,614.0,184,USD
12/17/2023,affiliate,98.78,60885.0,2063.0,29,$
18-12-2023,email,63.18,,,141,
2023/12/18,paid_search,367.05,53113.0,1052.0,148,usd
2023-12-18,social_media,265.61,81831.0,4101.0,112,usd
12-18-2023,display_ads,154.6,56613.0,2423.0,87,USD
18-12-2023,affiliate,95.84,22553.0,2044.0,85,usd
19-12-2023,email,62.94,,,194,USD
12/19/2023,paid_search,297.75,50748.0,367.0,69,$
12-19-2023,social_media,179.72,73900.0,1866.0,25,USD
19-12-2023,display_ads,113.58,91543.0,2695.0,183,$
12-19-2023,affiliate,96.71,39256.0,2596.0,149,usd
2023-12-20,email,61.92,,,9,$
12/20/2023,paid_search,215.99,72428.0,1831.0,126,$
20-12-2023,SOCIAL_MEDIA,228.53,82976.0,4012.0,149,
2023-12-20,display_ads,181.61,68599.0,4064.0,45,
12/20/2023,AFFILIATE,122.93,20446.0,1402.0,10,USD
12/21/2023,email,86.76,,,112,usd
2023-12-21,paid_search,289.15,47822.0,4782.0,95,USD
12-21-2023,social_media,206.59,42721.0,2187.0,70,$
12-21-2023,display_ads,178.82,52068.0,3541.0,85,
12/21/2023,AFFILIATE,136.37,61567.0,3093.0,193,$
12/22/2023,email,64.82,,,56,usd
2023-12-22,PAID_SEARCH,304.08,58088.0,1298.0,184,
22-12-2023,social_media,261.57,62665.0,364.0,115,$
2023-12-22,display_ads,188.28,52342.0,1237.0,116,
12/22/2023,affiliate,95.31,16476.0,1157.0,112,$
12/23/2023,email,78.42,,,117,$
12/23/2023,paid_search,305.25,99963.0,1039.0,163,usd
12/23/2023,social_media,279.86,17992.0,4465.0,176,usd
12/23/2023,display_ads,109.03,60035.0,4828.0,80,usd
2023-12-23,affiliate,124.62,50150.0,1367.0,172,$
2023-12-24,email,91.12,,,42,USD
12/24/2023,paid_search,250.74,69959.0,3394.0,28,usd
24-12-2023,social_media,249.24,26405.0,4196.0,29,USD
24-12-2023,display_ads,191.36,67840.0,4620.0,176,usd
2023-12-24,affiliate,115.12,39770.0,2211.0,177,usd
12-25-2023,email,80.09,,,8,$
12-25-2023,paid_search,374.6,97044.0,3739.0,33,$
2023-12-25,social_media,224.91,69370.0,1450.0,199,usd
12/25/2023,display_ads,133.6,80726.0,4070.0,76,$
2023-12-25,affiliate,116.37,21121.0,656.0,139,USD
2023/12/26,email,85.19,,,65,usd
26-12-2023,paid_search,311.19,15444.0,1643.0,42,usd
2023-12-26,social_media,159.31,37191.0,1054.0,171,$
2023-12-26,display_ads,122.31,23325.0,1273.0,173,
26-12-2023,affiliate,80.45,63151.0,2679.0,163,
27-12-2023,EMAIL,59.31,,,151,usd
2023/12/27,paid_search,363.54,75343.0,625.0,86,USD
12-27-2023,social_media,,24850.0,3404.0,54,$
12/27/2023,display_ads,108.65,69709.0,4793.0,32,$
27-12-2023,affiliate,116.12,13723.0,2655.0,9,USD
2023-12-28,EMAIL,88.33,,,24,usd
2023/12/28,paid_search,236.13,89148.0,1330.0,9,
2023/12/28,social_media,281.45,63533.0,3696.0,134,
2023-12-28,display_ads,187.57,48422.0,1987.0,154,$
2023/12/28,affiliate,98.81,27067.0,2658.0,52,USD
12-29-2023,email,74.7,,,101,
2023/12/29,PAID_SEARCH,323.43,49435.0,3577.0,81,usd
12/29/2023,social_media,158.72,97812.0,1843.0,99,
12-29-2023,display_ads,185.14,41515.0,3820.0,99,USD
12/29/2023,affiliate,101.54,81493.0,2383.0,160,usd
30-12-2023,email,68.99,,,129,usd
2023-12-30,paid_search,,91400.0,594.0,142,usd
12/30/2023,social_media,184.16,38706.0,4483.0,174,$
2023-12-30,display_ads,,47140.0,2168.0,104,USD
12-30-2023,affiliate,109.27,45531.0,259.0,158,USD
12/31/2023,email,82.79,,,12,
12-31-2023,paid_search,243.38,61643.0,443.0,121,$
31-12-2023,social_media,190.41,86109.0,3646.0,123,$
2023/12/31,DISPLAY_ADS,179.59,54675.0,462.0,62,USD
31-12-2023,affiliate,123.14,95149.0,2136.0,158,
01-01-2024,email,63.96,,,105,
2024/01/01,paid_search,215.78,36528.0,1378.0,144,USD
2024/01/01,social_media,127.5,53878.0,2021.0,140,usd
01-01-2024,display_ads,113.73,28396.0,1634.0,17,$
01/01/2024,affiliate,57.63,10602.0,4235.0,52,USD
2024/01/02,email,57.2,,,148,$
01-02-2024,paid_search,219.34,56255.0,615.0,51,USD
02-01-2024,social_media,115.53,84873.0,1666.0,138,
2024/01/02,display_ads,87.67,59998.0,619.0,10,$
2024/01/02,affiliate,61.63,31987.0,4567.0,65,usd
01/03/2024,email,64.55,,,116,
2024/01/03,paid_search,,15862.0,426.0,86,usd
01-03-2024,social_media,133.49,79394.0,4344.0,154,$
03-01-2024,display_ads,126.75,28617.0,357.0,128,usd
2024-01-03,affiliate,67.08,36998.0,1323.0,86,$
2024/01/04,email,50.02,,,89,
01/04/2024,paid_search,162.69,45643.0,830.0,34,USD
04-01-2024,social_media,192.6,34662.0,2701.0,63,
01/04/2024,display_ads,94.06,62196.0,3367.0,195,usd
04-01-2024,affiliate,54.82,11515.0,4032.0,69,USD
01/05/2024,email,37.01,,,41,USD
01/05/2024,paid_search,160.93,75250.0,2758.0,27,$
2024-01-05,social_media,169.43,16816.0,304.0,5,usd
05-01-2024,display_ads,119.59,55867.0,4744.0,178,$
01-05-2024,affiliate,62.36,24583.0,2091.0,41,usd
01/06/2024,EMAIL,46.17,,,108,
01/06/2024,paid_search,162.08,94423.0,2367.0,117,usd
2024/01/06,social_media,180.23,75007.0,4158.0,143,
01-06-2024,display_ads,,31990.0,4761.0,158,usd
01/06/2024,affiliate,90.61,83540.0,2958.0,77,USD
07-01-2024,email,47.46,,,113,USD
07-01-2024,paid_search,,47559.0,4365.0,122,USD
07-01-2024,social_media,161.56,38918.0,197.0,39,USD
01/07/2024,display_ads,73.06,31424.0,3304.0,163,$
2024-01-07,affiliate,54.15,92101.0,1243.0,6,$
01/08/2024,email,64.83,,,147,
01/08/2024,paid_search,192.81,67712.0,422.0,175,$
08-01-2024,social_media,151.32,79805.0,2642.0,173,USD
2024/01/08,display_ads,109.94,15702.0,1161.0,123,
08-01-2024,affiliate,81.15,49956.0,4815.0,138,usd
2024-01-09,email,55.45,,,159,USD
01/09/2024,paid_search,152.5,71262.0,2711.0,60,USD
01/09/2024,social_media,120.47,63728.0,3748.0,199,usd
09-01-2024,display_ads,74.04,80691.0,3516.0,31,usd
2024/01/09,affiliate,95.95,82830.0,1957.0,59,
10-01-2024,email,62.66,,,117,usd
2024-01-10,paid_search,255.14,68673.0,400.0,129,
10-01-2024,social_media,139.6,60516.0,3533.0,48,
2024-01-10,display_ads,93.54,15092.0,1787.0,35,$
01-10-2024,affiliate,79.86,78492.0,4672.0,38,USD
2024/01/11,email,37.39,,,157,
11-01-2024,paid_search,204.34,67965.0,1056.0,17,$
01/11/2024,social_media,144.23,36738.0,4168.0,30,
01/11/2024,display_ads,105.53,18958.0,2739.0,158,USD
11-01-2024,affiliate,74.24,52125.0,3454.0,147,usd
01/12/2024,email,39.47,,,188,$
2024/01/12,paid_search,168.36,47243.0,1036.0,92,usd
2024/01/12,SOCIAL_MEDIA,110.4,95616.0,3636.0,78,USD
2024/01/12,display_ads,120.5,23453.0,1111.0,32,
12-01-2024,AFFILIATE,97.06,48656.0,4705.0,68,
01-13-2024,email,52.13,,,101,USD
01-13-2024,paid_search,155.74,52621.0,3741.0,82,usd
2024-01-13,SOCIAL_MEDIA,157.39,50353.0,4632.0,123,
2024/01/13,display_ads,107.42,45695.0,2125.0,164,usd
01-13-2024,affiliate,90.98,96419.0,2272.0,138,USD
01-14-2024,email,36.3,,,121,$
01-14-2024,paid_search,163.72,58651.0,3574.0,30,USD
01/14/2024,social_media,110.92,93615.0,4367.0,61,USD
01/14/2024,display_ads,119.69,41116.0,4829.0,58,USD
01-14-2024,affiliate,71.62,88574.0,3905.0,74,usd
2024/01/15,email,56.25,,,106,usd
2024-01-15,PAID_SEARCH,211.54,34308.0,539.0,146,usd
2024/01/15,social_media,170.29,42591.0,1145.0,27,$
2024-01-15,display_ads,116.31,38329.0,1049.0,170,
15-01-2024,affiliate,70.06,48651.0,2051.0,182,
2024-01-16,email,,,,169,
16-01-2024,paid_search,240.31,74377.0,2957.0,72,usd
01/16/2024,SOCIAL_MEDIA,133.35,84197.0,2285.0,12,
2024/01/16,display_ads,114.09,15122.0,2675.0,92,USD
01/16/2024,affiliate,93.44,21266.0,1429.0,67,$
2024/01/17,email,54.77,,,24,USD
17-01-2024,paid_search,232.03,99718.0,4015.0,16,$
2024/01/17,social_media,169.23,98648.0,3803.0,46,$
2024-01-17,display_ads,111.01,84942.0,217.0,54,
01/17/2024,affiliate,96.85,67437.0,4059.0,19,
2024/01/18,email,47.02,,,39,$
01-18-2024,paid_search,191.72,75909.0,2345.0,46,USD
2024-01-18,social_media,166.22,39866.0,466.0,126,USD
18-01-2024,display_ads,99.22,68910.0,113.0,135,usd
2024/01/18,affiliate,,91639.0,2475.0,17,usd
01/19/2024,email,35.67,,,189,usd
01-19-2024,PAID_SEARCH,255.48,28760.0,360.0,87,
2024/01/19,social_media,127.58,56926.0,3525.0,117,$
01-19-2024,display_ads,112.1,37215.0,848.0,185,USD
2024/01/19,affiliate,83.1,33785.0,4289.0,25,
01/20/2024,EMAIL,56.97,,,37,usd
2024/01/20,paid_search,259.88,95713.0,3137.0,41,$
01/20/2024,social_media,141.73,14579.0,2353.0,119,USD
2024/01/20,display_ads,,38068.0,242.0,175,USD
2024/01/20,affiliate,69.13,48560.0,4332.0,144,usd
2024-01-21,email,63.74,,,122,
01/21/2024,paid_search,,40948.0,3371.0,7,USD
2024-01-21,social_media,154.06,47854.0,1704.0,5,usd
2024-01-21,display_ads,86.11,42929.0,3853.0,165,
21-01-2024,affiliate,57.21,56955.0,1681.0,125,
01-22-2024,email,55.35,,,15,$
01-22-2024,paid_search,159.48,90137.0,2246.0,195,usd
01/22/2024,social_media,124.21,89154.0,3844.0,140,
22-01-2024,display_ads,100.14,11673.0,4413.0,101,usd
01/22/2024,affiliate,60.26,85197.0,2629.0,34,
2024/01/23,email,37.17,,,176,USD
01/23/2024,paid_search,205.17,47151.0,129.0,20,
23-01-2024,social_media,166.57,26201.0,4409.0,24,
01/23/2024,DISPLAY_ADS,78.26,91925.0,742.0,17,
23-01-2024,affiliate,89.1,97219.0,3251.0,44,$
2024/01/24,email,48.6,,,124,
01/24/2024,PAID_SEARCH,254.94,71530.0,2602.0,83,USD
2024/01/24,social_media,189.45,87947.0,4291.0,82,usd
01/24/2024,display_ads,103.17,50332.0,1911.0,136,USD
2024-01-24,affiliate,62.73,81961.0,414.0,159,USD
25-01-2024,email,49.45,,,194,$
25-01-2024,paid_search,177.37,58848.0,4854.0,41,
2024/01/25,social_media,105.73,47426.0,146.0,120,USD
01-25-2024,display_ads,105.12,46372.0,3068.0,47,$
2024-01-25,affiliate,75.19,49420.0,1352.0,157,$
26-01-2024,email,48.66,,,169,USD
01-26-2024,paid_search,161.68,50306.0,3036.0,151,$
01/26/2024,social_media,141.97,29299.0,4349.0,100,$
01/26/2024,display_ads,86.17,82272.0,4352.0,44,USD
2024/01/26,affiliate,75.51,45682.0,644.0,70,USD
2024/01/27,email,58.54,,,162,USD
01/27/2024,paid_search,148.29,32772.0,1784.0,73,$
27-01-2024,social_media,138.06,79107.0,1905.0,136,$
27-01-2024,display_ads,117.67,45232.0,4542.0,115,$
2024/01/27,affiliate,59.73,54002.0,3803.0,161,
2024-01-28,email,39.27,,,48,$
2024-01-28,paid_search,223.01,24519.0,4632.0,84,USD
01/28/2024,social_media,181.39,59430.0,457.0,81,usd
2024-01-28,display_ads,99.84,84558.0,3919.0,183,
28-01-2024,affiliate,88.7,72610.0,997.0,22,USD
01-29-2024,email,43.52,,,10,usd
2024-01-29,paid_search,164.56,69429.0,2442.0,168,$
01-29-2024,social_media,128.71,32733.0,206.0,7,USD
2024-01-29,display_ads,97.77,83037.0,4964.0,83,
01-29-2024,affiliate,70.6,36874.0,2953.0,178,$
30-01-2024,email,60.5,,,46,
01-30-2024,paid_search,223.2,44964.0,4176.0,5,USD
01/30/2024,social_media,131.94,44108.0,3936.0,5,$
01-30-2024,DISPLAY_ADS,120.42,17255.0,4751.0,45,$
01-30-2024,affiliate,93.8,50025.0,939.0,181,$
2024-01-31,email,55.79,,,47,USD
2024/01/31,paid_search,227.61,61103.0,3217.0,16,usd
01/31/2024,social_media,178.43,14985.0,2302.0,36,usd
31-01-2024,display_ads,94.25,29605.0,308.0,149,
2024-01-31,affiliate,77.1,80492.0,1079.0,40,
02/01/2024,email,50.38,,,49,USD
2024/02/01,paid_search,255.05,83598.0,276.0,139,USD
2024/02/01,social_media,168.65,97797.0,2355.0,141,USD
2024-02-01,display_ads,73.35,32555.0,965.0,168,
01-02-2024,affiliate,81.8,40680.0,497.0,36,usd
02/02/2024,email,54.14,,,97,usd
2024-02-02,paid_search,251.98,89874.0,4067.0,158,
02/02/2024,social_media,125.96,55011.0,265.0,91,
02-02-2024,display_ads,72.75,78388.0,3523.0,182,USD
02-02-2024,affiliate,96.18,88663.0,3439.0,115,
2024-02-03,email,50.22,,,127,$
2024-02-03,paid_search,253.71,70932.0,2354.0,44,usd
02/03/2024,social_media,111.16,63992.0,1709.0,41,$
2024/02/03,display_ads,123.04,92135.0,4391.0,10,
03-02-2024,affiliate,86.97,67660.0,266.0,65,usd
2024/02/04,email,57.61,,,36,USD
02-04-2024,paid_search,232.39,29961.0,2864.0,87,USD
02/04/2024,social_media,121.93,26584.0,3287.0,34,
